Size_SQFT,Bedrooms,Bathrooms,Age_Years,Distance_Subway_Miles,School_Rating,House_Price_K
2510,1,1.0,4,2.64,6,349.47
1280,4,2.2,6,0.85,3,295.96
2827,4,3.4,43,1.27,6,462.07
2256,5,4.0,51,5.36,2,316.75
1878,4,3.2,11,2.81,8,366.35
2186,1,1.0,40,0.88,5,314.87
1034,5,4.0,3,1.64,1,280.44
2345,3,3.3,39,2.3,6,392.53
1482,2,1.3,18,0.1,3,308.06
1288,2,1.7,53,1.33,4,195.5
1186,5,4.0,0,6.25,10,254.41
2767,3,2.6,54,4.41,8,405.81
1722,2,1.5,42,2.68,8,290.74
3020,5,4.0,54,0.17,8,503.07
1778,4,2.2,12,7.68,5,249.49
1075,1,1.0,49,1.41,1,158.11
1430,3,2.2,52,0.38,9,313.19
2841,2,2.4,51,1.68,9,415.84
2006,1,1.3,41,2.91,8,292.33
1771,5,3.0,44,0.18,3,316.69
2196,2,2.9,24,3.72,6,335.66
2401,1,1.0,43,3.79,7,316.51
2770,4,2.4,44,0.1,4,472.07
2969,3,2.2,33,3.46,10,444.79
1884,5,4.0,34,4.4,7,356.38
1304,2,2.1,16,0.1,9,276.95
1851,4,3.0,25,0.52,6,367.31
2256,3,2.5,20,0.7,2,407.49
1521,3,2.2,50,0.64,6,308.78
1525,4,3.0,11,2.13,3,333.08
2306,2,1.9,15,0.66,7,396.74
2070,3,3.0,51,4.71,3,288.08
2119,5,3.2,19,7.95,8,345.09
1644,1,1.0,53,0.57,5,255.12
1961,5,3.4,9,1.07,3,395.25
1545,3,1.7,22,1.22,1,259.5
2634,1,1.0,54,1.3,5,346.03
2721,4,3.0,46,0.7,10,462.36
992,1,1.0,29,0.27,10,233.66
1542,1,1.0,58,0.1,3,245.16
1202,1,1.0,7,0.17,4,279.38
1709,3,1.8,50,3.47,10,292.9
2049,2,1.8,4,0.49,4,343.04
1230,3,2.0,11,0.12,3,260.2
1546,2,1.0,41,1.47,6,252.88
1497,4,4.0,53,0.12,6,338.5
2224,4,1.9,13,0.11,1,400.21
2141,4,3.4,59,1.46,4,336.1
1666,4,3.2,53,1.34,1,287.67
2206,4,2.8,11,0.1,7,405.66
1771,5,3.3,23,0.93,7,385.02
1937,3,3.1,44,0.86,6,332.34
3104,2,2.6,52,1.19,2,423.48
2904,4,2.9,52,2.01,4,413.63
1320,5,3.5,16,0.5,3,326.0
2597,5,4.0,0,0.85,8,524.66
2586,5,3.6,53,2.36,2,400.3
1411,3,2.5,41,3.84,10,258.05
2591,4,3.3,57,3.33,2,371.21
3022,5,3.8,36,0.97,1,486.97
1426,5,3.8,10,1.1,9,345.64
1549,4,3.2,41,1.13,3,280.08
2710,3,1.7,5,3.05,8,457.25
2262,5,3.4,14,2.75,7,381.77
2430,2,1.6,40,0.56,1,361.55
2304,1,1.0,39,0.27,6,351.37
2334,1,2.1,22,0.71,8,404.76
1304,1,1.0,22,0.51,6,234.22
2728,3,1.4,37,4.52,9,392.03
2801,5,2.3,37,0.46,10,486.92
1962,1,1.2,48,0.3,3,290.82
2073,1,1.0,11,3.45,6,293.09
1181,4,3.7,6,0.14,10,315.4
2408,5,3.4,36,0.45,4,422.74
2443,5,3.7,15,0.87,10,468.58
2062,4,3.1,54,1.36,3,328.96
2774,5,3.7,37,0.6,8,499.49
1899,2,1.4,39,1.03,7,310.49
2438,3,2.6,34,0.33,7,425.71
1488,4,2.6,39,1.28,5,295.22
2085,1,1.0,28,0.79,1,280.43
1995,5,4.0,38,2.84,6,338.15
2235,2,2.3,16,0.81,6,362.91
1878,2,1.0,50,0.88,3,291.29
2021,3,2.0,25,1.35,5,357.51
2595,2,1.6,19,0.2,9,449.68
1837,5,4.0,45,0.26,7,394.05
1136,5,3.9,24,2.34,8,309.32
3149,2,2.1,59,0.48,9,477.12
2928,5,3.4,37,1.73,6,517.13
1324,5,3.9,38,0.15,5,320.12
2513,1,1.0,36,2.59,10,396.8
1798,4,3.7,18,6.66,5,284.03
2258,5,4.0,20,0.7,5,426.77
2276,5,4.0,31,1.06,4,417.82
1959,3,2.7,27,0.88,2,334.44
1629,4,2.4,38,3.37,7,288.92
1685,4,2.9,40,0.1,7,351.18
1550,4,2.5,11,1.59,8,331.62
1600,2,1.2,56,1.58,8,251.18
2059,1,1.0,46,0.72,8,310.75
1670,1,1.0,14,0.37,9,323.07
2509,3,2.2,27,0.41,6,426.33
2992,4,2.6,55,2.42,4,416.93
1751,4,2.5,20,0.1,2,360.66
2243,5,3.8,15,1.24,5,436.8
2399,2,1.3,22,0.55,6,396.37
2383,2,1.7,51,0.46,7,385.57
2145,3,1.9,25,1.06,6,383.5
2545,1,1.0,14,3.42,4,334.42
2389,4,4.0,36,1.44,4,394.54
1357,3,2.6,11,2.33,7,318.06
2621,2,1.1,3,1.38,1,381.18
2632,2,2.1,34,1.79,3,388.83
1642,2,2.3,30,0.85,10,340.32
2122,4,3.3,26,3.91,2,333.42
2509,4,2.6,31,1.05,2,404.45
1974,4,3.5,32,1.2,7,390.78
2743,5,3.5,12,1.12,5,494.45
3518,1,1.4,36,0.57,3,487.98
1628,2,1.4,43,0.39,9,294.07
1271,2,1.4,1,0.12,9,281.49
2282,5,4.0,37,1.9,3,396.48
2532,2,2.2,36,0.51,2,398.92
1961,2,2.7,58,0.74,3,297.67
2971,4,3.0,49,3.79,9,463.42
1296,4,2.8,55,1.25,8,260.05
2515,1,1.0,4,0.15,3,417.46
1736,2,1.0,17,2.41,4,280.63
3131,3,1.7,47,0.44,5,474.96
3295,2,1.6,16,1.21,4,498.07
1640,2,2.0,1,1.07,2,285.95
1770,1,1.0,48,0.41,9,307.04
2615,3,2.6,41,0.18,2,387.13
1867,2,1.1,57,0.36,5,281.04
2072,3,1.9,34,0.15,9,366.67
2115,4,2.5,13,0.48,8,384.41
948,4,3.7,50,8.87,1,111.41
2091,3,3.1,11,0.77,3,373.17
1686,2,1.1,57,2.99,10,245.49
1804,3,1.8,32,1.2,9,316.04
2966,3,2.6,6,1.65,3,467.99
1346,4,3.9,57,0.26,4,280.67
2587,3,3.1,38,0.48,3,411.38
1932,5,3.6,44,1.07,7,360.87
1932,5,3.7,8,3.19,9,388.2
2574,4,2.4,4,0.1,4,448.51
2304,2,1.3,3,1.06,9,400.64
2442,2,1.5,31,0.1,2,363.7
2680,4,2.3,4,0.92,2,449.94
1901,2,1.2,55,1.49,9,283.64
1732,1,1.0,55,2.05,7,228.39
1448,5,3.0,59,0.22,5,312.35
1604,1,1.0,51,0.27,5,259.97
3869,1,1.3,43,0.95,9,535.61
2846,1,1.0,7,9.35,4,319.24
1289,4,2.8,12,0.66,1,273.45
1306,1,1.3,3,0.84,6,268.8
2389,3,2.9,51,0.85,3,371.65
2428,2,1.7,10,0.13,2,381.41
2429,4,3.1,14,2.23,4,429.03
1947,3,1.9,55,0.44,9,331.78
2024,3,2.0,45,1.82,8,342.42
2296,5,4.0,17,0.97,7,434.68
2151,5,4.0,19,1.42,2,410.92
768,3,2.0,0,0.1,1,223.24
1962,5,3.7,0,3.31,7,373.4
1589,2,1.2,10,0.42,10,298.0
2205,2,1.3,28,1.66,5,344.58
3891,5,3.1,28,2.4,8,640.86
2320,1,1.0,23,1.16,5,359.34
1911,3,1.6,19,0.62,10,364.63
2653,2,1.2,29,5.72,5,330.73
2389,5,3.7,37,0.49,8,435.04
2352,5,3.1,4,4.45,9,437.35
2464,2,1.1,44,0.25,2,372.28
3333,2,1.0,9,0.74,8,504.53
1421,1,1.3,5,0.22,7,273.19
2384,5,4.0,3,0.1,8,488.21
1544,5,3.4,3,0.45,3,378.67
2433,4,4.0,6,0.14,4,456.53
1548,1,1.0,47,6.44,7,166.25
1849,2,1.3,32,2.15,5,271.19
1922,2,1.7,8,0.1,7,341.49
2685,3,2.5,25,0.38,6,466.66
2651,2,1.3,50,1.66,4,378.86
1352,5,4.0,51,0.76,2,282.17
2132,2,2.1,46,2.67,6,274.18
1674,5,3.7,40,1.05,6,335.47
1344,5,3.7,20,1.59,6,323.46
1969,1,1.0,59,1.36,1,258.1
1914,2,1.0,51,1.52,6,295.84
3556,1,1.0,59,0.39,2,439.61
2359,5,4.0,21,0.7,10,475.62
1273,2,1.5,32,0.1,5,231.37
1761,2,1.4,57,1.33,7,278.82
2712,1,1.0,32,0.92,10,402.36
3353,1,1.0,47,2.15,1,435.08
1148,5,3.7,4,0.35,5,322.51
972,5,3.7,20,0.86,9,295.16
3222,2,1.5,26,0.3,3,493.03
2333,2,1.3,40,1.43,2,328.33
1579,4,2.7,0,2.83,10,321.34
2420,4,3.0,50,2.18,2,390.23
518,3,2.6,15,4.33,3,138.06
2102,5,3.5,34,5.35,1,321.08
2296,3,1.1,35,2.22,2,327.33
2654,3,1.6,43,0.51,6,426.73
1491,1,1.3,31,0.37,8,279.95
2151,1,1.2,28,0.89,4,310.59
1544,4,3.3,38,7.65,2,224.71
2253,3,2.5,46,0.8,5,372.77
1562,4,3.5,22,0.33,3,313.5
1855,5,3.6,14,4.33,5,345.48
1502,2,1.6,25,0.73,3,254.32
2490,1,1.0,36,1.76,4,362.55
2615,5,3.7,24,2.33,5,443.94
1959,5,4.0,54,2.78,7,381.2
2122,1,1.0,1,2.58,2,309.93
1230,1,1.0,11,2.71,6,185.15
1920,3,2.2,18,1.65,6,310.6
2069,4,2.8,58,0.78,6,357.55
3672,5,3.9,31,1.65,7,615.09
1432,3,2.6,22,2.72,3,276.17
2978,3,2.1,4,0.65,5,489.94
2698,5,4.0,54,0.53,9,473.19
2268,5,4.0,24,0.63,9,449.17
3155,2,1.1,56,1.2,7,448.51
2323,4,3.0,34,0.1,9,451.7
2333,5,4.0,55,2.26,3,397.39
2068,1,1.0,28,0.22,7,347.61
2834,2,1.0,37,0.21,1,412.59
2757,4,4.0,44,0.33,7,490.87
1724,1,1.0,19,1.29,3,232.35
1308,1,1.2,46,0.5,3,192.77
1978,4,3.4,35,0.69,7,363.55
1619,2,1.1,51,4.02,8,218.3
2061,1,1.7,6,2.82,4,310.89
2842,3,2.3,21,2.87,1,391.17
1825,4,3.1,17,1.29,5,341.8
2074,4,2.2,52,3.02,10,351.59
2134,5,2.7,20,2.26,4,360.99
2609,2,1.4,21,4.59,9,372.87
751,3,2.9,38,0.1,3,207.21
1735,3,1.3,11,0.1,4,307.94
2226,5,3.8,10,0.29,10,480.69
2820,1,1.0,55,3.97,3,324.68
1804,1,1.4,11,1.4,3,289.11
974,3,2.8,25,0.83,7,228.3
2471,2,1.6,29,1.08,5,388.28
1718,1,1.0,14,2.65,5,258.65
1386,4,2.6,7,3.97,4,276.1
1725,5,3.2,42,1.96,10,348.72
1989,2,1.2,52,2.14,8,311.78
1737,1,1.0,17,0.58,1,280.61
776,3,2.2,9,0.94,9,238.47
2638,5,3.7,7,3.25,9,471.83
2864,1,1.0,37,2.31,5,382.94
2490,3,2.3,34,1.73,1,354.99
1417,1,1.0,19,0.1,2,241.72
1979,5,4.0,11,0.1,2,411.84
2096,4,3.1,48,0.21,6,405.11
2459,4,2.8,2,1.31,10,485.46
2501,3,1.7,19,1.15,9,413.42
1659,4,3.0,49,4.29,3,266.65
2149,5,4.0,11,1.78,8,430.75
2374,3,2.5,53,0.52,2,384.53
2973,1,1.1,23,0.26,5,425.61
2522,2,1.9,15,2.84,4,388.8
2573,1,1.4,59,0.92,5,339.73
2150,5,4.0,53,1.59,4,379.97
2946,3,2.3,9,1.25,1,441.1
2345,1,1.0,18,0.17,1,315.58
1583,3,2.7,40,0.1,6,295.24
2942,4,1.8,13,0.71,8,498.26
2518,2,2.1,51,0.67,7,410.76
1834,5,4.0,13,1.68,4,358.23
1812,1,1.6,21,1.5,5,279.59
2277,2,1.0,3,5.21,8,316.85
2377,5,4.0,46,2.93,6,425.73
2218,5,4.0,51,1.03,8,411.14
2286,4,2.7,58,1.04,6,377.46
3119,3,2.2,33,1.68,8,479.6
2742,3,2.1,57,0.18,4,388.11
2214,2,1.3,17,10.0,10,253.13
2664,4,2.3,33,1.1,2,408.93
1480,5,4.0,17,3.61,3,309.97
2338,4,2.5,39,5.13,5,310.36
3185,4,2.5,30,1.31,4,505.7
1969,2,2.1,41,0.16,5,332.68
1591,3,1.5,19,1.28,1,248.21
1708,4,2.8,35,1.37,1,298.91
1446,4,2.5,41,2.34,2,275.18
1629,4,3.8,9,0.1,2,329.04
1877,1,1.3,58,0.94,8,277.34
1256,4,2.6,2,3.84,10,330.52
2109,4,2.5,20,7.12,4,311.62
2641,5,4.0,35,0.32,6,476.27
1555,1,1.0,54,3.07,2,184.48
3011,4,2.8,9,0.24,1,499.94
2406,4,2.8,6,2.76,7,434.13
2718,2,1.4,21,0.49,4,385.22
1705,2,2.0,22,4.81,4,215.75
2612,1,1.5,11,1.78,2,358.35
1444,5,4.0,38,0.76,9,341.5
2634,1,1.0,12,0.49,2,386.69
2203,1,1.0,39,0.4,5,302.79
2431,2,2.2,58,1.71,6,353.81
1394,2,1.1,12,3.39,3,221.98
1562,5,3.4,32,2.11,3,297.89
2458,4,3.4,30,2.7,6,404.57
1530,5,3.5,47,2.28,5,292.85
2377,4,2.3,50,5.81,5,340.65
1279,3,1.8,27,2.13,5,244.54
2608,2,2.0,18,0.35,9,422.29
1360,3,2.4,20,2.35,8,292.35
2431,3,1.5,31,0.58,4,369.46
2475,2,1.2,25,8.21,6,274.84
1681,3,3.2,12,0.71,5,332.05
2449,1,1.0,28,0.52,6,366.52
2256,4,2.9,6,0.41,8,441.12
1776,5,3.8,46,1.61,6,332.34
1494,2,1.6,25,0.17,6,296.7
922,1,1.0,5,4.6,2,162.16
2309,5,4.0,31,0.52,7,445.78
1161,5,3.5,35,0.53,3,284.77
2157,5,4.0,53,0.1,7,383.54
1941,3,3.2,22,0.42,5,355.83
2507,3,2.4,51,0.81,4,378.88
1918,3,1.7,10,0.69,10,363.08
1902,3,2.3,55,0.48,1,291.68
2539,1,1.0,20,0.1,8,394.13
2301,3,2.7,18,0.54,2,365.47
2289,2,1.6,33,2.26,10,359.94
2381,5,3.7,48,0.87,8,423.36
1178,1,1.0,46,0.52,7,220.28
2554,3,1.3,51,0.55,3,387.1
2467,5,3.3,49,1.21,7,440.32
1489,1,1.1,43,0.54,1,233.57
1953,5,4.0,34,1.49,5,366.9
2076,1,1.0,48,6.83,2,217.88
2019,4,2.5,30,0.1,2,378.17
2300,1,1.0,45,0.28,3,313.27
2958,3,2.6,28,0.3,7,454.67
2749,5,4.0,5,0.89,2,479.86
1312,5,3.8,35,0.1,4,325.67
2473,5,4.0,52,0.97,4,414.21
2897,2,2.1,30,3.97,1,375.11
2332,2,1.0,31,0.1,7,367.15
2754,3,1.5,39,0.68,4,418.32
3307,4,2.4,58,2.15,1,448.0
2714,2,2.1,19,0.25,3,401.24
2249,1,1.0,21,0.12,8,360.08
2727,3,2.5,2,1.49,4,443.66
2186,4,2.9,7,0.1,1,416.38
2114,1,1.0,44,2.43,7,300.39
1889,5,3.9,18,0.1,8,397.48
3038,2,1.4,30,1.11,5,435.22
1608,1,1.2,31,2.02,9,276.72
3019,4,2.2,14,0.42,7,506.79
2399,3,1.8,54,0.16,4,359.43
1260,1,1.0,38,0.29,9,238.61
2320,3,2.6,30,2.89,6,358.9
839,5,3.6,2,1.84,8,285.35
2475,4,3.6,50,0.33,2,414.51
2631,4,2.8,57,1.89,5,393.26
1744,2,1.6,31,1.85,3,300.13
2174,4,3.7,9,9.13,5,314.31
3272,1,1.0,27,0.75,8,437.2
1796,1,1.0,26,3.0,6,269.47
1464,1,1.0,47,0.89,1,168.54
2988,5,3.4,45,3.42,7,491.23
3277,4,2.9,39,0.14,10,550.23
2102,4,3.2,42,0.29,1,360.0
2706,1,1.0,30,2.85,1,345.41
2904,2,1.5,50,2.57,4,400.32
1654,2,1.0,33,0.55,9,292.1
1808,4,2.9,4,1.36,8,375.08
2838,4,3.5,10,0.72,10,519.44
3111,3,2.7,6,0.1,3,459.83
2437,4,3.6,7,0.1,6,469.37
1572,1,1.0,16,0.1,1,264.82
3292,5,3.6,43,1.35,10,560.95
1781,4,3.4,49,0.49,1,322.13
1898,4,3.6,38,0.23,6,393.34
2305,1,1.0,40,4.25,5,291.73
3032,3,3.0,50,0.19,6,475.15
2612,4,3.4,13,1.68,9,460.85
2348,2,1.2,23,3.37,5,310.06
2377,2,1.3,29,0.27,2,367.53
2126,2,1.5,57,0.36,1,295.74
2434,5,3.0,50,1.28,2,371.69
582,5,3.5,51,1.07,8,213.89
1922,4,3.6,49,1.1,1,326.37
2244,4,3.7,56,1.21,6,382.29
1409,4,3.1,14,4.49,5,270.8
2331,5,4.0,52,0.1,10,427.33
1977,4,2.8,52,2.14,9,366.56
3153,1,1.0,3,0.4,4,471.46
3043,3,2.5,12,0.7,5,509.6
1820,2,1.3,4,0.14,5,321.98
2009,2,2.3,30,0.88,2,324.7
2055,1,1.0,11,2.45,2,264.22
1829,4,3.2,29,0.16,9,367.63
2217,5,3.2,48,0.48,3,371.98
1645,4,1.8,9,0.7,6,342.42
1421,4,3.2,29,0.16,4,289.58
2473,2,1.3,25,2.16,4,356.14
2477,2,2.0,43,2.32,5,358.76
1617,5,3.3,5,2.71,5,333.17
2637,2,1.2,26,1.32,7,385.87
1721,4,3.6,19,1.06,7,383.0
2251,1,1.0,27,0.46,1,323.6
2592,5,3.2,19,1.6,6,487.25
2079,1,1.0,11,0.88,4,308.44
2372,4,4.0,44,5.3,2,339.04
1790,5,3.8,20,5.17,6,329.79
1982,1,1.0,29,3.53,7,303.96
1976,5,4.0,48,0.67,2,389.19
1652,4,3.2,51,0.69,2,293.4
1993,5,4.0,9,2.87,10,400.38
1170,4,3.4,50,1.96,7,254.63
1805,5,4.0,4,1.83,9,418.23
1929,5,4.0,57,0.49,3,360.75
1946,2,1.4,36,2.69,3,285.0
1955,4,2.7,7,1.3,8,407.01
2062,3,1.6,29,0.89,2,348.87
2387,5,3.6,16,3.01,9,458.37
2624,1,1.0,2,0.75,7,423.67
1710,2,1.7,20,1.59,8,327.4
1378,2,1.2,15,0.94,9,260.85
1474,5,4.0,31,1.35,3,349.74
1807,3,2.6,26,0.1,6,361.83
1888,2,1.3,50,0.93,8,306.13
1638,4,3.5,5,1.22,1,344.57
1322,5,3.8,41,1.02,6,301.45
1826,5,2.9,15,2.82,3,349.44
2208,3,1.8,44,0.56,8,385.03
2457,4,2.6,2,3.23,9,448.39
1765,4,3.0,53,0.77,5,318.27
1852,3,2.0,39,1.78,2,307.97
1543,1,1.0,19,0.14,7,271.82
2081,4,3.3,39,0.34,6,398.48
1590,1,1.1,6,2.15,6,266.07
2443,1,1.0,58,0.1,1,298.31
1028,5,3.3,10,5.19,1,205.11
1884,5,4.0,28,0.32,6,407.62
2280,2,2.9,51,3.47,6,325.64
2210,5,3.3,2,1.09,4,446.78
3715,4,3.4,20,1.25,8,580.73
2309,4,2.9,52,0.13,9,428.45
1497,1,1.1,31,0.68,6,252.01
2042,4,2.5,29,0.25,10,400.17
1034,5,3.1,38,1.12,8,258.6
2051,5,3.2,10,1.2,8,423.94
1600,5,3.5,16,1.86,2,311.83
2649,3,2.1,24,3.16,4,387.26
1770,4,3.5,49,0.95,1,309.76
2029,2,1.1,24,0.4,1,310.12
1718,4,2.7,8,0.61,6,374.95
3143,4,4.0,44,2.82,7,454.34
1907,3,2.3,28,0.24,5,343.96
3199,4,3.1,14,1.48,8,530.54
2588,1,1.1,18,0.1,9,415.89
2389,5,3.5,14,0.42,4,442.27
2321,5,3.7,38,1.34,1,414.4
2336,3,2.1,34,0.91,6,384.32
943,5,3.7,55,1.02,1,225.96
1932,1,1.2,39,1.62,2,281.66
2607,3,2.6,12,0.4,4,440.22
2070,2,1.0,15,0.49,4,321.51
1256,5,4.0,2,1.73,6,317.07
2068,4,2.8,52,1.16,8,368.85
3122,1,1.0,30,0.1,3,414.8
2848,1,1.0,54,1.66,6,372.93
2062,5,3.7,0,1.45,3,406.09
2670,2,2.2,34,0.12,2,434.01
1880,4,3.2,15,2.06,4,356.4
1077,2,2.1,0,1.11,4,239.4
1545,2,1.5,49,0.34,2,272.47
3037,5,3.7,13,1.23,3,525.19
1935,4,3.0,6,1.36,9,407.12
1953,5,3.1,22,3.79,10,371.28
1920,5,2.4,34,2.03,9,353.83
3242,1,1.0,28,0.54,10,489.15
3075,5,4.0,21,0.19,7,577.34
3431,3,3.0,15,2.88,2,522.91
2004,4,2.0,28,2.81,5,349.33
2277,1,1.4,5,0.29,8,374.52
1190,4,2.7,17,0.1,1,246.74
2986,1,1.0,28,1.87,1,381.21
1399,3,2.8,24,1.92,6,281.91
2230,5,3.5,44,0.29,7,416.83
1441,1,2.1,55,1.65,7,245.17
1746,1,1.0,1,0.49,3,270.58
1597,1,1.0,43,0.45,10,274.95
1735,3,1.8,31,0.59,4,297.87
1776,4,3.1,35,1.1,9,372.83
1771,3,2.6,31,2.45,10,337.49
2600,1,1.0,40,1.04,4,350.11
1437,1,1.1,19,0.53,5,264.69
2232,5,3.5,54,3.23,6,351.57
2830,3,1.8,36,0.1,7,430.9
1792,3,1.5,41,2.39,5,275.26
1669,2,2.0,37,2.3,7,248.35
1961,4,3.1,32,0.44,2,353.85
2807,2,1.2,51,0.33,7,417.95
2216,2,1.9,4,3.12,5,343.31
1781,4,3.3,5,1.23,10,396.1
2390,5,4.0,21,0.1,5,447.99
1438,5,4.0,20,3.32,6,292.3
2508,4,3.1,18,0.64,9,452.97
2345,4,4.0,42,0.63,4,391.98
1915,3,3.0,14,1.55,5,340.91
1596,3,2.6,33,1.62,5,300.67
1567,3,1.4,46,0.65,3,241.17
2420,3,2.3,6,0.23,3,410.83
2837,1,1.0,16,1.21,1,407.59
1717,1,1.0,43,1.47,4,265.13
2375,5,3.7,43,2.95,9,411.95
847,1,1.1,4,0.99,2,205.81
1749,1,1.1,51,1.56,10,260.66
2081,3,1.4,38,0.1,4,343.74
1554,3,2.9,1,3.37,9,296.66
1538,4,2.3,26,0.59,9,341.13
1699,3,2.0,44,1.5,8,347.73
2275,4,2.6,23,3.72,2,383.7
1987,4,2.6,40,2.5,3,340.27
757,1,1.3,46,1.52,6,134.66
827,3,2.3,27,1.82,2,181.3
1735,1,1.1,57,3.81,3,224.78
2374,3,2.6,46,2.51,1,355.3
500,1,1.0,0,1.41,4,139.3
1800,1,1.0,52,1.61,6,262.2
1784,1,1.1,51,0.24,1,267.28
2933,5,4.0,20,0.95,1,514.08
1868,1,1.0,56,0.54,8,265.52
2329,2,2.0,27,0.85,7,386.2
2184,2,1.8,2,1.63,7,382.71
821,2,1.0,29,0.24,7,189.51
2560,4,3.2,0,0.1,5,492.3
2229,1,1.0,58,0.76,4,302.68
2404,2,1.7,50,0.58,7,393.2
4455,4,2.1,51,0.82,3,624.55
849,2,1.3,44,4.02,9,160.45
3134,3,2.8,46,1.84,2,453.84
1927,5,4.0,44,0.6,1,383.9
2272,1,1.1,17,0.3,8,382.65
2072,5,3.6,48,1.45,6,377.11
1845,5,4.0,32,1.61,4,357.48
1758,3,2.2,14,0.99,10,350.73
2297,3,1.8,23,0.36,9,411.3
1189,3,2.1,35,0.1,5,240.4
2550,4,3.7,59,0.46,1,404.06
1850,2,2.1,33,0.92,1,311.16
1421,1,1.0,25,2.33,7,252.57
1829,3,2.0,50,2.88,1,241.52
2854,1,1.0,39,0.8,6,380.88
1778,1,1.0,21,2.39,7,269.13
2315,1,1.2,15,7.52,10,275.88
1661,3,3.3,39,1.89,5,279.52
2554,3,1.5,41,1.96,3,380.56
2511,2,1.9,15,3.6,3,359.54
3209,3,2.2,4,0.62,2,475.66
1994,3,2.1,50,0.1,1,336.71
2501,1,1.0,5,6.51,8,326.67
2158,2,2.4,41,1.01,9,355.35
2877,5,2.9,23,2.31,2,478.43
1668,3,2.0,29,2.51,4,288.08
2547,3,2.4,36,0.76,3,401.08
1983,5,4.0,31,1.17,4,376.74
2061,1,1.4,52,1.16,4,299.35
2155,2,1.1,18,0.37,8,364.24
2251,1,1.1,50,0.19,3,315.48
2030,4,3.0,44,1.18,3,331.67
2228,3,2.3,27,0.19,6,408.69
3046,4,2.8,46,0.64,3,497.47
2691,3,2.3,7,0.31,5,459.82
2621,4,2.9,42,1.84,4,410.6
1826,5,3.6,0,3.08,4,377.23
1566,3,2.0,3,1.29,2,303.88
2673,3,2.4,56,0.79,9,423.82
2625,4,2.3,21,8.54,5,371.0
2983,2,1.4,21,0.1,5,452.67
1737,4,2.6,29,0.54,7,330.49
1962,3,2.2,57,0.49,3,315.01
1116,3,2.2,26,0.66,6,268.5
1864,2,1.9,26,0.39,1,303.77
2697,1,1.1,12,0.46,5,392.04
1820,2,1.6,38,0.45,5,297.6
2484,1,1.0,26,1.06,9,402.57
1985,3,2.2,38,0.74,5,345.06
2294,5,3.6,37,1.53,8,428.1
1411,5,2.9,56,1.08,3,278.61
2151,4,3.4,7,0.3,6,439.09
500,2,1.6,11,2.49,2,142.52
1987,2,2.1,23,0.96,9,333.62
1121,5,3.5,17,0.25,6,322.11
2823,1,1.4,54,0.27,5,404.09
2566,2,1.4,14,2.39,9,430.97
2380,1,1.0,59,1.82,1,295.51
3012,1,1.5,15,1.06,3,448.83
1530,1,1.0,32,0.55,2,243.53
3148,1,1.6,9,0.93,9,468.79
2659,4,3.1,46,1.52,6,450.41
1958,4,3.4,23,3.17,6,364.65
2781,5,4.0,44,1.22,5,464.21
1436,4,2.9,18,0.49,4,315.46
1605,2,1.7,26,0.1,4,319.25
1734,4,3.1,44,0.29,2,313.26
1782,2,1.9,40,1.58,7,307.9
1466,2,1.0,30,0.26,6,252.36
2833,1,1.1,20,0.99,3,394.68
1944,5,4.0,15,1.8,7,411.91
2311,1,1.0,22,0.55,9,377.0
1757,1,1.0,13,1.66,10,302.61
1007,4,2.2,22,1.31,1,250.19
2262,4,4.0,40,0.87,10,415.21
952,2,1.1,17,3.41,8,188.57
2058,4,3.7,35,1.77,2,362.23
1279,4,2.9,11,0.67,1,267.56
3292,3,2.8,55,2.45,9,497.36
2646,2,1.8,36,2.01,2,388.82
2163,2,2.6,10,2.35,7,362.66
2858,3,3.0,4,1.54,7,471.07
1592,2,1.6,50,0.72,1,238.79
2426,5,3.9,20,0.64,10,441.24
2219,5,4.0,31,1.59,1,407.57
2258,3,3.6,28,0.21,7,416.05
2863,4,3.0,6,2.57,6,475.31
2539,5,3.1,35,0.69,4,419.41
2273,3,2.4,39,1.49,3,374.31
1107,5,3.4,26,1.04,5,277.04
1523,1,1.0,5,1.1,5,274.17
2026,3,2.8,37,2.01,3,327.28
2156,2,1.8,53,1.48,6,302.36
1421,5,3.5,3,0.43,3,357.07
3547,2,1.4,45,0.12,4,518.43
3009,3,1.7,34,2.75,3,439.43
2461,5,4.0,9,3.24,6,448.96
2143,2,1.9,53,0.27,9,337.59
1972,4,2.5,37,0.56,3,363.49
1528,4,4.0,49,0.5,1,326.37
2146,1,1.0,29,4.16,7,296.23
2254,3,2.4,41,0.34,5,379.67
1354,2,1.3,8,0.27,4,249.39
2300,1,1.0,15,0.3,3,319.39
2006,3,2.3,51,1.96,7,324.08
955,4,2.3,3,3.28,2,238.05
1583,2,2.1,25,0.75,4,302.21
1851,5,3.3,28,0.22,2,364.21
3232,4,3.5,27,1.32,10,551.9
2433,5,3.6,10,0.35,8,462.55
1298,5,3.8,27,0.1,3,312.71
2391,2,1.7,43,3.26,5,327.6
1171,2,1.6,31,3.07,4,195.77
2749,5,4.0,23,5.59,5,430.37
1817,1,1.0,50,0.96,4,257.13
2043,5,4.0,41,0.52,8,426.14
2895,5,3.2,38,2.2,6,507.08
1327,2,1.0,6,0.3,1,243.4
1261,3,2.5,17,0.42,5,299.07
1749,4,3.5,2,0.44,1,334.44
2723,2,1.6,43,4.54,3,347.46
1188,1,1.5,45,1.96,6,173.61
